 ID,Date,Water Level / Niveau d'eau (m),Grade,Symbol / Symbole,QA/QC,Discharge / Débit (cms),Grade,Symbol / Symbole,QA/QC
08MH149,2018-04-02T12:47:00-08:00,45.929,,,1,,,,
08MH149,2018-04-02T12:52:00-08:00,45.937,,,1,,,,
08MH149,2018-04-02T12:57:00-08:00,45.935,,,1,,,,
08MH149,2018-04-02T13:02:00-08:00,45.924,,,1,,,,
08MH149,2018-04-02T13:07:00-08:00,45.937,,,1,,,,
08MH149,2018-04-02T13:12:00-08:00,45.930,,,1,,,,
08MH149,2018-04-02T13:17:00-08:00,45.934,,,1,,,,
08MH149,2018-04-02T13:22:00-08:00,45.930,,,1,,,,
08MH149,2018-04-02T13:27:00-08:00,45.924,,,1,,,,
08MH149,2018-04-02T13:32:00-08:00,45.930,,,1,,,,
08MH149,2018-04-02T13:37:00-08:00,45.927,,,1,,,,
08MH149,2018-04-02T13:42:00-08:00,45.922,,,1,,,,
08MH149,2018-04-02T13:47:00-08:00,45.920,,,1,,,,
08MH149,2018-04-02T13:52:00-08:00,45.922,,,1,,,,
08MH149,2018-04-02T13:57:00-08:00,45.930,,,1,,,,
08MH149,2018-04-02T14:02:00-08:00,45.921,,,1,,,,
08MH149,2018-04-02T14:07:00-08:00,45.924,,,1,,,,
08MH149,2018-04-02T14:12:00-08:00,45.926,,,1,,,,
08MH149,2018-04-02T14:17:00-08:00,45.919,,,1,,,,
08MH149,2018-04-02T14:22:00-08:00,45.920,,,1,,,,
08MH149,2018-04-02T14:27:00-08:00,45.917,,,1,,,,
08MH149,2018-04-02T14:32:00-08:00,45.914,,,1,,,,
08MH149,2018-04-02T14:37:00-08:00,45.918,,,1,,,,
08MH149,2018-04-02T14:42:00-08:00,45.916,,,1,,,,
08MH149,2018-04-02T14:47:00-08:00,45.907,,,1,,,,
08MH149,2018-04-02T14:52:00-08:00,45.908,,,1,,,,
08MH149,2018-04-02T14:57:00-08:00,45.912,,,1,,,,
08MH149,2018-04-02T15:02:00-08:00,45.903,,,1,,,,
08MH149,2018-04-02T15:07:00-08:00,45.902,,,1,,,,
08MH149,2018-04-02T15:12:00-08:00,45.910,,,1,,,,
08MH149,2018-04-02T15:17:00-08:00,45.902,,,1,,,,
08MH149,2018-04-02T15:22:00-08:00,45.903,,,1,,,,
08MH149,2018-04-02T15:27:00-08:00,45.901,,,1,,,,
08MH149,2018-04-02T15:32:00-08:00,45.905,,,1,,,,
08MH149,2018-04-02T15:37:00-08:00,45.900,,,1,,,,
08MH149,2018-04-02T15:42:00-08:00,45.903,,,1,,,,
08MH149,2018-04-02T15:47:00-08:00,45.906,,,1,,,,
08MH149,2018-04-02T15:52:00-08:00,45.905,,,1,,,,
08MH149,2018-04-02T15:57:00-08:00,45.896,,,1,,,,
08MH149,2018-04-02T16:02:00-08:00,45.900,,,1,,,,
08MH149,2018-04-02T16:07:00-08:00,45.894,,,1,,,,
08MH149,2018-04-02T16:12:00-08:00,45.890,,,1,,,,
08MH149,2018-04-02T16:17:00-08:00,45.898,,,1,,,,
08MH149,2018-04-02T16:22:00-08:00,45.894,,,1,,,,
08MH149,2018-04-02T16:27:00-08:00,45.886,,,1,,,,
08MH149,2018-04-02T16:32:00-08:00,45.899,,,1,,,,
08MH149,2018-04-02T16:37:00-08:00,45.889,,,1,,,,
08MH149,2018-04-02T16:42:00-08:00,45.886,,,1,,,,
08MH149,2018-04-02T16:47:00-08:00,45.888,,,1,,,,
08MH149,2018-04-02T16:52:00-08:00,45.884,,,1,,,,
08MH149,2018-04-02T16:57:00-08:00,45.890,,,1,,,,
08MH149,2018-04-02T17:02:00-08:00,45.882,,,1,,,,
08MH149,2018-04-02T17:07:00-08:00,45.887,,,1,,,,
08MH149,2018-04-02T17:12:00-08:00,45.889,,,1,,,,
08MH149,2018-04-02T17:17:00-08:00,45.884,,,1,,,,
08MH149,2018-04-02T17:22:00-08:00,45.889,,,1,,,,
08MH149,2018-04-02T17:27:00-08:00,45.881,,,1,,,,
08MH149,2018-04-02T17:32:00-08:00,45.875,,,1,,,,
08MH149,2018-04-02T17:37:00-08:00,45.878,,,1,,,,
08MH149,2018-04-02T17:42:00-08:00,45.881,,,1,,,,
08MH149,2018-04-02T17:47:00-08:00,45.873,,,1,,,,
08MH149,2018-04-02T17:52:00-08:00,45.877,,,1,,,,
08MH149,2018-04-02T17:57:00-08:00,45.870,,,1,,,,
08MH149,2018-04-02T18:02:00-08:00,45.871,,,1,,,,
08MH149,2018-04-02T18:07:00-08:00,45.873,,,1,,,,
08MH149,2018-04-02T18:12:00-08:00,45.874,,,1,,,,
08MH149,2018-04-02T18:17:00-08:00,45.874,,,1,,,,
08MH149,2018-04-02T18:22:00-08:00,45.872,,,1,,,,
08MH149,2018-04-02T18:27:00-08:00,45.870,,,1,,,,
08MH149,2018-04-02T18:32:00-08:00,45.869,,,1,,,,
08MH149,2018-04-02T18:37:00-08:00,45.874,,,1,,,,
08MH149,2018-04-02T18:42:00-08:00,45.866,,,1,,,,
08MH149,2018-04-02T18:47:00-08:00,45.874,,,1,,,,
08MH149,2018-04-02T18:52:00-08:00,45.868,,,1,,,,
08MH149,2018-04-02T18:57:00-08:00,45.865,,,1,,,,
08MH149,2018-04-02T19:02:00-08:00,45.869,,,1,,,,
08MH149,2018-04-02T19:07:00-08:00,45.854,,,1,,,,
08MH149,2018-04-02T19:12:00-08:00,45.864,,,1,,,,
08MH149,2018-04-02T19:17:00-08:00,45.866,,,1,,,,
08MH149,2018-04-02T19:22:00-08:00,45.855,,,1,,,,
08MH149,2018-04-02T19:27:00-08:00,45.870,,,1,,,,
08MH149,2018-04-02T19:32:00-08:00,45.858,,,1,,,,
08MH149,2018-04-02T19:37:00-08:00,45.860,,,1,,,,
08MH149,2018-04-02T19:42:00-08:00,45.862,,,1,,,,
08MH149,2018-04-02T19:47:00-08:00,45.851,,,1,,,,
08MH149,2018-04-02T19:52:00-08:00,45.856,,,1,,,,
08MH149,2018-04-02T19:57:00-08:00,45.851,,,1,,,,
08MH149,2018-04-02T20:02:00-08:00,45.850,,,1,,,,
08MH149,2018-04-02T20:07:00-08:00,45.858,,,1,,,,
08MH149,2018-04-02T20:12:00-08:00,45.857,,,1,,,,
08MH149,2018-04-02T20:17:00-08:00,45.843,,,1,,,,
08MH149,2018-04-02T20:22:00-08:00,45.851,,,1,,,,
08MH149,2018-04-02T20:27:00-08:00,45.846,,,1,,,,
08MH149,2018-04-02T20:32:00-08:00,45.846,,,1,,,,
08MH149,2018-04-02T20:37:00-08:00,45.847,,,1,,,,
08MH149,2018-04-02T20:42:00-08:00,45.841,,,1,,,,
08MH149,2018-04-02T20:47:00-08:00,45.847,,,1,,,,
08MH149,2018-04-02T20:52:00-08:00,45.845,,,1,,,,
08MH149,2018-04-02T20:57:00-08:00,45.832,,,1,,,,
08MH149,2018-04-02T21:02:00-08:00,45.840,,,1,,,,
08MH149,2018-04-02T21:07:00-08:00,45.837,,,1,,,,
08MH149,2018-04-02T21:12:00-08:00,45.829,,,1,,,,
08MH149,2018-04-02T21:17:00-08:00,45.836,,,1,,,,
08MH149,2018-04-02T21:22:00-08:00,45.828,,,1,,,,
08MH149,2018-04-02T21:27:00-08:00,45.835,,,1,,,,
08MH149,2018-04-02T21:32:00-08:00,45.836,,,1,,,,
08MH149,2018-04-02T21:37:00-08:00,45.828,,,1,,,,
08MH149,2018-04-02T21:42:00-08:00,45.830,,,1,,,,
08MH149,2018-04-02T21:47:00-08:00,45.839,,,1,,,,
08MH149,2018-04-02T21:52:00-08:00,45.826,,,1,,,,
08MH149,2018-04-02T21:57:00-08:00,45.834,,,1,,,,
08MH149,2018-04-02T22:02:00-08:00,45.828,,,1,,,,
08MH149,2018-04-02T22:07:00-08:00,45.827,,,1,,,,
08MH149,2018-04-02T22:12:00-08:00,45.831,,,1,,,,
08MH149,2018-04-02T22:17:00-08:00,45.818,,,1,,,,
08MH149,2018-04-02T22:22:00-08:00,45.820,,,1,,,,
08MH149,2018-04-02T22:27:00-08:00,45.827,,,1,,,,
08MH149,2018-04-02T22:32:00-08:00,45.818,,,1,,,,
08MH149,2018-04-02T22:37:00-08:00,45.827,,,1,,,,
08MH149,2018-04-02T22:42:00-08:00,45.818,,,1,,,,
08MH149,2018-04-02T22:47:00-08:00,45.815,,,1,,,,
08MH149,2018-04-02T22:52:00-08:00,45.820,,,1,,,,
08MH149,2018-04-02T22:57:00-08:00,45.816,,,1,,,,
08MH149,2018-04-02T23:02:00-08:00,45.814,,,1,,,,
08MH149,2018-04-02T23:07:00-08:00,45.822,,,1,,,,
08MH149,2018-04-02T23:12:00-08:00,45.811,,,1,,,,
08MH149,2018-04-02T23:17:00-08:00,45.817,,,1,,,,
08MH149,2018-04-02T23:22:00-08:00,45.816,,,1,,,,
08MH149,2018-04-02T23:27:00-08:00,45.811,,,1,,,,
08MH149,2018-04-02T23:32:00-08:00,45.807,,,1,,,,
08MH149,2018-04-02T23:37:00-08:00,45.803,,,1,,,,
08MH149,2018-04-02T23:42:00-08:00,45.799,,,1,,,,
08MH149,2018-04-02T23:47:00-08:00,45.806,,,1,,,,
08MH149,2018-04-02T23:52:00-08:00,45.806,,,1,,,,
08MH149,2018-04-02T23:57:00-08:00,45.802,,,1,,,,
08MH149,2018-04-03T00:02:00-08:00,45.812,,,1,,,,
08MH149,2018-04-03T00:07:00-08:00,45.794,,,1,,,,
08MH149,2018-04-03T00:12:00-08:00,45.799,,,1,,,,
08MH149,2018-04-03T00:17:00-08:00,45.803,,,1,,,,
08MH149,2018-04-03T00:22:00-08:00,45.788,,,1,,,,
08MH149,2018-04-03T00:27:00-08:00,45.804,,,1,,,,
08MH149,2018-04-03T00:32:00-08:00,45.798,,,1,,,,
08MH149,2018-04-03T00:37:00-08:00,45.794,,,1,,,,
08MH149,2018-04-03T00:42:00-08:00,45.807,,,1,,,,
08MH149,2018-04-03T00:47:00-08:00,45.791,,,1,,,,
08MH149,2018-04-03T00:52:00-08:00,45.796,,,1,,,,
08MH149,2018-04-03T00:57:00-08:00,45.801,,,1,,,,
08MH149,2018-04-03T01:02:00-08:00,45.784,,,1,,,,
08MH149,2018-04-03T01:07:00-08:00,45.798,,,1,,,,
08MH149,2018-04-03T01:12:00-08:00,45.784,,,1,,,,
08MH149,2018-04-03T01:17:00-08:00,45.780,,,1,,,,
08MH149,2018-04-03T01:22:00-08:00,45.797,,,1,,,,
08MH149,2018-04-03T01:27:00-08:00,45.784,,,1,,,,
08MH149,2018-04-03T01:32:00-08:00,45.788,,,1,,,,
08MH149,2018-04-03T01:37:00-08:00,45.785,,,1,,,,
08MH149,2018-04-03T01:42:00-08:00,45.780,,,1,,,,
08MH149,2018-04-03T01:47:00-08:00,45.787,,,1,,,,
08MH149,2018-04-03T01:52:00-08:00,45.782,,,1,,,,
08MH149,2018-04-03T01:57:00-08:00,45.779,,,1,,,,
08MH149,2018-04-03T02:02:00-08:00,45.784,,,1,,,,
08MH149,2018-04-03T02:07:00-08:00,45.780,,,1,,,,
08MH149,2018-04-03T02:12:00-08:00,45.776,,,1,,,,
08MH149,2018-04-03T02:17:00-08:00,45.785,,,1,,,,
08MH149,2018-04-03T02:22:00-08:00,45.779,,,1,,,,
08MH149,2018-04-03T02:27:00-08:00,45.772,,,1,,,,
08MH149,2018-04-03T02:32:00-08:00,45.767,,,1,,,,
08MH149,2018-04-03T02:37:00-08:00,45.772,,,1,,,,
08MH149,2018-04-03T02:42:00-08:00,45.767,,,1,,,,
08MH149,2018-04-03T02:47:00-08:00,45.770,,,1,,,,
08MH149,2018-04-03T02:52:00-08:00,45.755,,,1,,,,
08MH149,2018-04-03T02:57:00-08:00,45.769,,,1,,,,
08MH149,2018-04-03T03:02:00-08:00,45.761,,,1,,,,
08MH149,2018-04-03T03:07:00-08:00,45.758,,,1,,,,
08MH149,2018-04-03T03:12:00-08:00,45.765,,,1,,,,
08MH149,2018-04-03T03:17:00-08:00,45.746,,,1,,,,
08MH149,2018-04-03T03:22:00-08:00,45.758,,,1,,,,
08MH149,2018-04-03T03:27:00-08:00,45.759,,,1,,,,
08MH149,2018-04-03T03:32:00-08:00,45.746,,,1,,,,
08MH149,2018-04-03T03:37:00-08:00,45.758,,,1,,,,
08MH149,2018-04-03T03:42:00-08:00,45.754,,,1,,,,
08MH149,2018-04-03T03:47:00-08:00,45.749,,,1,,,,
08MH149,2018-04-03T03:52:00-08:00,45.753,,,1,,,,
08MH149,2018-04-03T03:57:00-08:00,45.748,,,1,,,,
08MH149,2018-04-03T04:02:00-08:00,45.755,,,1,,,,
08MH149,2018-04-03T04:07:00-08:00,45.759,,,1,,,,
08MH149,2018-04-03T04:12:00-08:00,45.751,,,1,,,,
08MH149,2018-04-03T04:17:00-08:00,45.743,,,1,,,,
08MH149,2018-04-03T04:22:00-08:00,45.754,,,1,,,,
08MH149,2018-04-03T04:27:00-08:00,45.741,,,1,,,,
08MH149,2018-04-03T04:32:00-08:00,45.748,,,1,,,,
08MH149,2018-04-03T04:37:00-08:00,45.754,,,1,,,,
08MH149,2018-04-03T04:42:00-08:00,45.738,,,1,,,,
08MH149,2018-04-03T04:47:00-08:00,45.753,,,1,,,,
08MH149,2018-04-03T04:52:00-08:00,45.745,,,1,,,,
08MH149,2018-04-03T04:57:00-08:00,45.743,,,1,,,,
08MH149,2018-04-03T05:02:00-08:00,45.748,,,1,,,,
08MH149,2018-04-03T05:07:00-08:00,45.733,,,1,,,,
08MH149,2018-04-03T05:12:00-08:00,45.749,,,1,,,,
08MH149,2018-04-03T05:17:00-08:00,45.744,,,1,,,,
08MH149,2018-04-03T05:22:00-08:00,45.737,,,1,,,,
08MH149,2018-04-03T05:27:00-08:00,45.742,,,1,,,,
08MH149,2018-04-03T05:32:00-08:00,45.735,,,1,,,,
08MH149,2018-04-03T05:37:00-08:00,45.737,,,1,,,,
08MH149,2018-04-03T05:42:00-08:00,45.742,,,1,,,,
08MH149,2018-04-03T05:47:00-08:00,45.734,,,1,,,,
08MH149,2018-04-03T05:52:00-08:00,45.735,,,1,,,,
08MH149,2018-04-03T05:57:00-08:00,45.735,,,1,,,,
08MH149,2018-04-03T06:02:00-08:00,45.730,,,1,,,,
08MH149,2018-04-03T06:07:00-08:00,45.733,,,1,,,,
08MH149,2018-04-03T06:12:00-08:00,45.727,,,1,,,,
08MH149,2018-04-03T06:17:00-08:00,45.727,,,1,,,,
08MH149,2018-04-03T06:22:00-08:00,45.731,,,1,,,,
08MH149,2018-04-03T06:27:00-08:00,45.731,,,1,,,,
08MH149,2018-04-03T06:32:00-08:00,45.723,,,1,,,,
08MH149,2018-04-03T06:37:00-08:00,45.726,,,1,,,,
08MH149,2018-04-03T06:42:00-08:00,45.722,,,1,,,,
08MH149,2018-04-03T06:47:00-08:00,45.725,,,1,,,,
08MH149,2018-04-03T06:52:00-08:00,45.725,,,1,,,,
08MH149,2018-04-03T06:57:00-08:00,45.716,,,1,,,,
08MH149,2018-04-03T07:02:00-08:00,45.728,,,1,,,,
08MH149,2018-04-03T07:07:00-08:00,45.717,,,1,,,,
08MH149,2018-04-03T07:12:00-08:00,45.718,,,1,,,,
08MH149,2018-04-03T07:17:00-08:00,45.718,,,1,,,,
08MH149,2018-04-03T07:22:00-08:00,45.707,,,1,,,,
08MH149,2018-04-03T07:27:00-08:00,45.718,,,1,,,,
08MH149,2018-04-03T07:32:00-08:00,45.719,,,1,,,,
08MH149,2018-04-03T07:37:00-08:00,45.709,,,1,,,,
08MH149,2018-04-03T07:42:00-08:00,45.720,,,1,,,,
08MH149,2018-04-03T07:47:00-08:00,45.709,,,1,,,,
08MH149,2018-04-03T07:52:00-08:00,45.710,,,1,,,,
08MH149,2018-04-03T07:57:00-08:00,45.711,,,1,,,,
08MH149,2018-04-03T08:02:00-08:00,45.702,,,1,,,,
08MH149,2018-04-03T08:07:00-08:00,45.709,,,1,,,,
08MH149,2018-04-03T08:12:00-08:00,45.703,,,1,,,,
08MH149,2018-04-03T08:17:00-08:00,45.702,,,1,,,,
08MH149,2018-04-03T08:22:00-08:00,45.698,,,1,,,,
08MH149,2018-04-03T08:27:00-08:00,45.696,,,1,,,,
08MH149,2018-04-03T08:32:00-08:00,45.693,,,1,,,,
08MH149,2018-04-03T08:37:00-08:00,45.693,,,1,,,,
08MH149,2018-04-03T08:42:00-08:00,45.697,,,1,,,,
08MH149,2018-04-03T08:47:00-08:00,45.688,,,1,,,,
08MH149,2018-04-03T08:52:00-08:00,45.699,,,1,,,,
08MH149,2018-04-03T08:57:00-08:00,45.691,,,1,,,,
08MH149,2018-04-03T09:02:00-08:00,45.690,,,1,,,,
08MH149,2018-04-03T09:07:00-08:00,45.695,,,1,,,,
08MH149,2018-04-03T09:12:00-08:00,45.680,,,1,,,,
08MH149,2018-04-03T09:17:00-08:00,45.686,,,1,,,,
08MH149,2018-04-03T09:22:00-08:00,45.691,,,1,,,,
08MH149,2018-04-03T09:27:00-08:00,45.675,,,1,,,,
08MH149,2018-04-03T09:32:00-08:00,45.692,,,1,,,,
08MH149,2018-04-03T09:37:00-08:00,45.682,,,1,,,,
08MH149,2018-04-03T09:42:00-08:00,45.678,,,1,,,,
08MH149,2018-04-03T09:47:00-08:00,45.691,,,1,,,,
08MH149,2018-04-03T09:52:00-08:00,45.674,,,1,,,,
